lo_freq	hi_freq	lo_amplitude	hi_amplitude
0.0464657	-0.156462	4.51088	89.8809
-0.862126	-0.376812	6.36464	89.8809
-0.499749	0.233014	4.50602	89.8809
-1.14412	0.0968236	8.33169	89.8809
1.18992	-0.144236	9.10457	89.8809
0.432024	-0.23955	4.14374	89.8809
-0.2204	0.0971692	2.05885	89.8809
0.0284943	-0.0983548	0.324704	89.8809
-0.156499	-0.0341883	2.21062	89.8809
0.0374453	-0.166226	4.17067	89.8809
0.138973	0.186121	9.29828	89.8809
-0.319818	-0.198154	7.85509	89.8809
-0.0810077	-0.206129	3.70581	89.8809
-0.662992	-0.515151	5.78122	89.8809
-0.294202	0.683293	3.978	89.8809
0.0231752	0.247165	3.1455	89.8809
-0.291134	-0.0809779	2.6248	89.8809
-0.276847	0.00353371	2.69618	89.8809
-0.254192	-0.0138125	3.149	89.8809
0.0864889	-0.151256	3.95011	89.8809
-0.707294	-0.397513	5.55965	89.8809
-0.477644	0.243495	4.30858	89.8809
-1.07883	0.107209	7.79077	89.8809
1.074	-0.100334	8.19915	89.8809
0.377972	-0.239625	3.55768	89.8809
-0.118763	0.113336	1.47997	89.8809
0.121194	-0.0766741	1.17771	89.8809
-0.147975	-0.0295414	1.84231	89.8809
0.044999	-0.160142	3.72173	89.8809
0.0915161	0.198756	8.48779	89.8809
-0.236078	-0.186483	7.6685	89.8809
-0.0602819	-0.204524	3.41355	89.8809
-0.630805	-0.499636	5.56904	89.8809
-0.323399	0.652881	3.8601	89.8809
0.0235044	0.224754	2.4313	89.8809
-0.278146	-0.0762688	2.51306	89.8809
-0.24111	-0.0122665	2.28564	89.8809
-0.287143	-0.00212502	3.3436	89.8809
0.123886	-0.161086	3.09587	89.8809
-0.650162	-0.42192	5.11121	89.8809
-0.324103	0.260175	3.29891	89.8809
-0.840668	0.107733	6.62218	89.8809
1.14219	-0.0677577	8.2712	89.8809
0.459083	-0.244678	4.24414	89.8809
-0.221057	0.160429	2.01973	89.8809
-0.00716226	-0.0463845	0.7844	89.8809
-0.058782	0.00266044	1.66266	89.8809
-0.0412498	-0.138278	3.74058	89.8809
-0.0681268	0.163678	8.00637	89.8809
-0.11019	-0.161712	6.87189	89.8809
-0.0409279	-0.176495	2.76924	89.8809
-0.54092	-0.514473	5.44443	89.8809
-0.24518	0.661616	3.34483	89.8809
-0.0140361	0.25443	2.31862	89.8809
-0.250948	-0.054325	2.36929	89.8809
-0.28169	-0.0029797	2.61334	89.8809
-0.26292	0.0112377	2.95137	89.8809
0.0446547	-0.162136	2.12445	89.8809
-0.632451	-0.452725	5.13693	89.8809
-0.291325	0.295292	3.51848	89.8809
-0.910037	0.141643	6.92203	89.8809
1.04746	-0.0591487	7.67303	89.8809
0.498868	-0.216862	4.09119	89.8809
-0.208896	0.120263	2.46106	89.8809
0.0541825	-0.0511208	1.26232	89.8809
0.0653914	-0.0149664	1.29491	89.8809
-0.081325	-0.143387	3.60899	89.8809
-0.183157	0.198884	7.76486	89.8809
-0.0051465	-0.134104	5.91107	89.8809
-0.0978661	-0.187897	1.42007	89.8809
-0.316423	-0.466807	3.92809	89.8809
-0.153287	0.640576	4.28253	89.8809
0.205388	0.239917	2.74844	89.8809
-0.00481148	-0.056844	0.818314	89.8809
-0.115965	0.00968478	2.0185	89.8809
0.0493577	0.00776122	1.54994	89.8809
0.149987	-0.173104	2.5257	89.8809
-0.434317	-0.450169	4.1203	89.8809
-0.203486	0.306559	1.89829	89.8809
-0.749305	0.135288	5.7359	89.8809
1.07924	-0.0376837	7.69115	89.8809
0.281887	-0.224834	3.09825	89.8809
-0.0489433	0.117936	1.5005	89.8809
0.0733178	-0.0455116	1.47951	89.8809
-0.11722	-0.000809408	1.65156	89.8809
0.0260326	-0.147843	2.89114	89.8809
0.0365217	0.205305	7.19865	89.8809
-0.00838477	-0.121045	5.97226	89.8809
0.0954749	-0.181256	3.70778	89.8809
-0.275663	-0.446862	3.76144	89.8809
-0.247318	0.610957	2.45674	89.8809
0.235005	0.216594	3.10727	89.8809
-0.198079	-0.0539831	2.23505	89.8809
-0.0561179	0.000706417	2.56295	89.8809
-0.212486	0.0168319	2.29523	89.8809
0.1342	-0.177853	3.74647	89.8809
-0.442135	-0.476295	4.25223	89.8809
-0.355556	0.318532	3.05842	89.8809
-0.73719	0.135375	5.62317	89.8809
0.898341	-0.0172413	6.72815	89.8809
0.254272	-0.21856	2.88217	89.8809
-0.103238	0.117422	0.987162	89.8809
-0.0358374	-0.0457705	0.866239	89.8809
-0.0282515	0.00138095	1.44012	89.8809
-0.0340125	-0.150306	3.24726	89.8809
-0.129271	0.192971	6.60871	89.8809
0.0731006	-0.102419	5.68329	89.8809
0.079297	-0.175918	2.58753	89.8809
-0.268562	-0.437095	3.89853	89.8809
-0.212135	0.588428	2.46093	89.8809
0.176726	0.217661	2.63293	89.8809
