lo_freq	hi_freq	lo_amplitude	hi_amplitude
-0.00718773	0.00741217	0.00816441	0.0308209
0.00183446	-0.00549433	0.00355018	0.0308209
0.00716012	-0.0092459	0.00915627	0.0308209
0.000142846	0.0113027	0.00133718	0.0308209
0.0131898	0.0109515	0.0213906	0.0308209
0.00126973	0.0044093	0.00652916	0.0308209
-0.00250102	0.00378994	0.0136081	0.0308209
-0.00124176	0.0132531	0.00505576	0.0308209
-0.0030504	-0.00356566	0.00372272	0.0308209
0.0111661	-0.00604628	0.011175	0.0308209
-0.00530824	2.17435e-05	0.00831115	0.0308209
-0.000823932	0.0114027	0.003521	0.0308209
-0.00698188	-0.000663611	0.00859469	0.0308209
-0.0095384	-0.00284775	0.00990615	0.0308209
-8.88606e-05	-0.00264085	0.00713674	0.0308209
7.33096e-05	-0.00444462	0.0117398	0.0308209
0.013611	-0.00406643	0.0136356	0.0308209
0.00020013	-0.00266968	0.0088962	0.0308209
-0.00503761	-0.00384883	0.00549344	0.0308209
0.00554403	-0.0028194	0.0133859	0.0308209
0.00292402	0.0048443	0.0150901	0.0308209
0.00401865	-0.00246611	0.00455448	0.0308209
0.00410386	-0.000554941	0.0165784	0.0308209
-0.0116929	-0.00784571	0.0120436	0.0308209
0.00447305	0.00376647	0.00528645	0.0308209
0.00757673	-0.000762967	0.00907612	0.0308209
-0.00603112	0.000699946	0.0113331	0.0308209
-0.000611102	0.00177657	0.0114174	0.0308209
-0.000627569	0.00103119	0.0125483	0.0308209
-0.00324291	-0.00447995	0.0158643	0.0308209
0.007635	-0.00256436	0.0101084	0.0308209
0.000332694	-0.000452855	0.0159205	0.0308209
-0.00751609	-0.00107026	0.00753412	0.0308209
0.00767221	5.02707e-05	0.0080414	0.0308209
0.00578034	-0.0011545	0.00580779	0.0308209
-0.00179372	-0.00131677	0.00783821	0.0308209
0.00312754	-0.00579212	0.00339372	0.0308209
0.0105339	0.00375631	0.01172	0.0308209
-0.0124035	-0.0116238	0.0124893	0.0308209
0.0106066	0.00117182	0.0145239	0.0308209
0.0146077	-0.00379983	0.0199933	0.0308209
-0.00370754	-0.0147629	0.00443258	0.0308209
-0.00647994	0.00958512	0.0192607	0.0308209
0.00823673	-0.00497187	0.024092	0.0308209
0.00716442	-0.00403719	0.0103511	0.0308209
-0.00318662	-0.00386047	0.0140941	0.0308209
-0.00209866	-0.000881837	0.00762368	0.0308209
-0.00689144	0.00557206	0.00770592	0.0308209
0.0122014	-0.00165897	0.0187217	0.0308209
0.00768486	-0.00929915	0.00773892	0.0308209
0.000807855	-0.00338666	0.00221485	0.0308209
0.0035816	0.00391478	0.00832405	0.0308209
-0.00985716	0.000533163	0.00999118	0.0308209
-0.00640254	-0.00339667	0.0121934	0.0308209
-0.000731926	-0.00213926	0.00606097	0.0308209
-8.99153e-05	-0.00138385	0.00640459	0.0308209
-0.0188487	-0.00619434	0.0189666	0.0308209
0.0120727	0.000353723	0.0127036	0.0308209
0.00339281	0.000689086	0.00367501	0.0308209
-0.0071142	-0.0084053	0.0142865	0.0308209
-0.00699512	-0.0042695	0.00733881	0.0308209
0.0102281	0.00224381	0.010251	0.0308209
0.00290594	0.00225763	0.00431685	0.0308209
0.0106992	-0.00640177	0.0107556	0.0308209
-0.00514072	-0.00359334	0.0123236	0.0308209
-0.00939695	-0.000895802	0.0129423	0.0308209
0.00295642	-0.00279661	0.00843362	0.0308209
-0.0144608	0.00319005	0.0146338	0.0308209
0.00680662	0.0031265	0.0102999	0.0308209
-0.00131036	-0.00066843	0.0015445	0.0308209
0.00825309	0.00261978	0.0083615	0.0308209
-0.00227515	-0.00185336	0.00503728	0.0308209
-0.00428692	-0.000654976	0.00927944	0.0308209
0.00468033	-0.000121552	0.00809984	0.0308209
-0.00621219	-0.00535932	0.00999131	0.0308209
0.00328348	0.000963338	0.00534497	0.0308209
-0.00704869	0.00833069	0.00816955	0.0308209
-0.0117402	0.00172701	0.0212138	0.0308209
-0.00295862	-0.0014431	0.0112596	0.0308209
-0.0100709	-0.00849855	0.0118816	0.0308209
0.00329597	0.0026368	0.00336783	0.0308209
0.00154022	0.00396929	0.00343921	0.0308209
-0.00540174	-0.000716968	0.00573362	0.0308209
0.00343279	-0.00582761	0.00375003	0.0308209
-0.0042173	-0.00828434	0.00722391	0.0308209
0.0036092	-0.0055782	0.00513258	0.0308209
-0.00368514	0.00155055	0.00393212	0.0308209
-0.0086522	0.000110912	0.00926947	0.0308209
0.00408631	-0.00505867	0.0041054	0.0308209
0.0040618	0.00052184	0.00815516	0.0308209
-0.00361056	-0.0113415	0.00363175	0.0308209
0.0108414	-0.00135575	0.0117608	0.0308209
-0.00494938	-0.000568208	0.00704118	0.0308209
-0.000365466	-0.006969	0.00261868	0.0308209
0.00883912	0.00415955	0.0111313	0.0308209
-0.00958768	0.00109272	0.00990263	0.0308209
0.00306644	-0.00183137	0.00398416	0.0308209
-0.00326252	0.00514636	0.013671	0.0308209
-0.00955888	-0.00282909	0.009685	0.0308209
-0.00105651	-0.0069104	0.0130985	0.0308209
-0.0118623	-0.00219419	0.0122875	0.0308209
-0.00338842	0.00629987	0.0038984	0.0308209
0.00205969	-0.00437749	0.0163814	0.0308209
0.00258956	-0.0100279	0.00500111	0.0308209
-0.00198013	0.00129967	0.00712858	0.0308209
-0.00210274	0.00312464	0.0188819	0.0308209
0.0135396	0.00835226	0.0169787	0.0308209
-0.00530403	-0.000675499	0.00969023	0.0308209
0.00120254	-0.00671142	0.0085693	0.0308209
0.00224246	0.000528982	0.00698719	0.0308209
0.000400996	0.00297689	0.00905208	0.0308209
0.00544739	-0.0048599	0.00814271	0.0308209
0.00845886	-0.0139603	0.0114157	0.0308209
0.00787584	-0.00278594	0.010582	0.0308209
-0.00630734	-0.0086968	0.00811975	0.0308209
0.0109828	-0.00705476	0.0150556	0.0308209
-0.00920906	0.00201614	0.0101185	0.0308209
0.00660845	0.00803638	0.0079468	0.0308209
0.00995582	0.00119279	0.0104434	0.0308209
-0.0032178	0.00367296	0.00350389	0.0308209
-0.0062213	-0.00224673	0.00631413	0.0308209
0.00693601	-0.00470554	0.0069455	0.0308209
-0.00210754	0.00139901	0.014253	0.0308209
-0.000386487	-0.00525223	0.00161568	0.0308209
0.000936463	-0.0123511	0.0133464	0.0308209
0.00378263	0.00142372	0.00989052	0.0308209
-0.0046783	0.00362736	0.00881184	0.0308209
0.019521	0.000743851	0.0217034	0.0308209
-0.0144224	-0.00570441	0.0150892	0.0308209
-0.00159162	0.00729102	0.00612829	0.0308209
-0.00416289	-0.00250664	0.00585414	0.0308209
-0.000572329	-0.00181554	0.00284259	0.0308209
-0.00433788	-0.00695829	0.00557649	0.0308209
-0.00586753	-0.00580273	0.00615271	0.0308209
0.00142735	-0.00115767	0.00181393	0.0308209
-0.00102526	0.00329397	0.00160071	0.0308209
-0.00196415	-0.00377165	0.0178379	0.0308209
0.00142808	0.00103585	0.00145469	0.0308209
0.000625687	-0.00635113	0.00912174	0.0308209
-0.00145476	0.00481278	0.00253442	0.0308209
0.0012825	0.00848375	0.00925854	0.0308209
-0.0022163	-0.000342284	0.0105744	0.0308209
0.00114321	-0.00710259	0.00262218	0.0308209
0.00130938	0.0127451	0.00817908	0.0308209
0.00122362	-0.00880654	0.00122735	0.0308209
-0.00808672	0.00260911	0.0117592	0.0308209
-0.0123872	0.00740937	0.0125501	0.0308209
-0.00388644	-0.00326234	0.0039125	0.0308209
0.000952692	0.00337638	0.00269356	0.0308209
-0.00473966	0.000509393	0.00719408	0.0308209
9.28848e-05	-0.0017009	0.00866683	0.0308209
0.0018711	0.00158473	0.00190932	0.0308209
0.00998842	0.00189311	0.00999478	0.0308209
-0.00103276	-0.001971	0.00673022	0.0308209
-0.0043894	0.00620005	0.00462532	0.0308209
-0.00559807	-0.00137851	0.0060315	0.0308209
0.00563167	0.00279078	0.00812776	0.0308209
-0.000726307	-0.00136783	0.00692338	0.0308209
-0.00694103	-0.00711748	0.0132304	0.0308209
-0.00679707	0.0124346	0.0068197	0.0308209
-0.0041354	0.0086374	0.00578079	0.0308209
-0.00295749	-0.00138374	0.00725021	0.0308209
-0.00818997	0.004756	0.00851635	0.0308209
-0.00773274	0.00420155	0.00787125	0.0308209
0.0136524	0.00555043	0.0146585	0.0308209
-0.00619955	0.00842969	0.00682089	0.0308209
-0.00115543	-0.0107314	0.00154062	0.0308209
0.00690259	-0.00175933	0.00705989	0.0308209
-0.00294404	0.00991353	0.00643703	0.0308209
-0.0173004	0.00363839	0.0192602	0.0308209
0.00422998	-0.0043051	0.00651633	0.0308209
0.00434429	0.00400965	0.00437801	0.0308209
-0.0104654	0.00496675	0.0122758	0.0308209
-0.00846521	0.00359022	0.0118228	0.0308209
0.00298089	0.0122935	0.00557637	0.0308209
0.00407149	-0.000770009	0.00700905	0.0308209
0.00334743	0.0128734	0.0072471	0.0308209
